category,brand,name,price,features,tier,use_case_tags,compatibility_tags
"Control, Matrix & Extenders",AMX (Harman),AMX (Harman) AY-1288 Control Processor,2615.19,Generated Model for Catalog Expansion,Standard,,
"Control, Matrix & Extenders",AMX (Harman),AMX (Harman) AZ-3773 Control Processor,2962.33,Generated Model for Catalog Expansion,Standard,,
"Control, Matrix & Extenders",AMX (Harman),AMX (Harman) ZY-1845 Control Processor,2528.0,Generated Model for Catalog Expansion,Standard,,
"Control, Matrix & Extenders",Kramer,Kramer ZI-6850 Control Processor,2824.28,Generated Model for Catalog Expansion,Standard,,
"Control, Matrix & Extenders",Kramer,Kramer ES-1049 Control Processor,2734.25,Generated Model for Catalog Expansion,Standard,,
"Control, Matrix & Extenders",Kramer,Kramer ZW-5658 Control Processor,2719.16,Generated Model for Catalog Expansion,Standard,,
"Control, Matrix & Extenders",Kramer,Kramer AY-9824 Control Processor,2563.8,Generated Model for Catalog Expansion,Standard,,
"Control, Matrix & Extenders",Kramer,Kramer AX-9759 Control Processor,2892.48,Generated Model for Catalog Expansion,Standard,,
"Control, Matrix & Extenders",Kramer,Kramer AX-5002 Control Processor,2935.19,Generated Model for Catalog Expansion,Standard,,
"Control, Matrix & Extenders",Kramer,Kramer EX-9758 Control Processor,2985.34,Generated Model for Catalog Expansion,Standard,,
"Control, Matrix & Extenders",Atlona,Atlona AZ-5161 Control Processor,2615.19,Generated Model for Catalog Expansion,Standard,,
"Control, Matrix & Extenders",Atlona,Atlona AZ-6415 Control Processor,2962.33,Generated Model for Catalog Expansion,Standard,,
"Control, Matrix & Extenders",Atlona,Atlona ZP-3635 Control Processor,2528.0,Generated Model for Catalog Expansion,Standard,,
"Control, Matrix & Extenders",Atlona,Atlona ZJ-1393 Control Processor,2824.28,Generated Model for Catalog Expansion,Standard,,
"Control, Matrix & Extenders",Atlona,Atlona EX-1714 Control Processor,2734.25,Generated Model for Catalog Expansion,Standard,,
"Control, Matrix & Extenders",Atlona,Atlona ES-1049 Control Processor,2719.16,Generated Model for Catalog Expansion,Standard,,
"Control, Matrix & Extenders",Lightware,Lightware AW-1250 Control Processor,2563.8,Generated Model for Catalog Expansion,Standard,,
"Control, Matrix & Extenders",Lightware,Lightware ZI-6850 Control Processor,2892.48,Generated Model for Catalog Expansion,Standard,,
"Control, Matrix & Extenders",Lightware,Lightware EX-5355 Control Processor,2935.19,Generated Model for Catalog Expansion,Standard,,
"Control, Matrix & Extenders",Lightware,Lightware QO-1279 Control Processor,2997.16,Generated Model for Catalog Expansion,Standard,,
"Control, Matrix & Extenders",Lightware,Lightware ES-1049 Control Processor,2824.28,Generated Model for Catalog Expansion,Standard,,
"Control, Matrix & Extenders",WyreStorm,WyreStorm ES-5484 Control Processor,2734.25,Generated Model for Catalog Expansion,Standard,,
"Control, Matrix & Extenders",WyreStorm,WyreStorm ZI-6850 Control Processor,2719.16,Generated Model for Catalog Expansion,Standard,,
"Control, Matrix & Extenders",WyreStorm,WyreStorm AY-9824 Control Processor,2563.8,Generated Model for Catalog Expansion,Standard,,
"Control, Matrix & Extenders",WyreStorm,WyreStorm AX-9759 Control Processor,2892.48,Generated Model for Catalog Expansion,Standard,,
"Control, Matrix & Extenders",WyreStorm,WyreStorm AX-5002 Control Processor,2935.19,Generated Model for Catalog Expansion,Standard,,
"Control, Matrix & Extenders",WyreStorm,WyreStorm EX-9758 Control Processor,2985.34,Generated Model for Catalog Expansion,Standard,,
"Control, Matrix & Extenders",WyreStorm,WyreStorm AZ-5161 Control Processor,2615.19,Generated Model for Catalog Expansion,Standard,,
"Control, Matrix & Extenders",Black Box,Black Box AZ-6415 Control Processor,2962.33,Generated Model for Catalog Expansion,Standard,,
"Control, Matrix & Extenders",Black Box,Black Box ZP-3635 Control Processor,2528.0,Generated Model for Catalog Expansion,Standard,,
"Control, Matrix & Extenders",Black Box,Black Box ZJ-1393 Control Processor,2824.28,Generated Model for Catalog Expansion,Standard,,
"Control, Matrix & Extenders",Black Box,Black Box EX-1714 Control Processor,2734.25,Generated Model for Catalog Expansion,Standard,,
"Control, Matrix & Extenders",Black Box,Black Box ES-1049 Control Processor,2719.16,Generated Model for Catalog Expansion,Standard,,
"Control, Matrix & Extenders",Black Box,Black Box AW-1250 Control Processor,2563.8,Generated Model for Catalog Expansion,Standard,,
"Control, Matrix & Extenders",Black Box,Black Box ZI-6850 Control Processor,2892.48,Generated Model for Catalog Expansion,Standard,,
"Control, Matrix & Extenders",Black Box,Black Box EX-5355 Control Processor,2935.19,Generated Model for Catalog Expansion,Standard,,
"Control, Matrix & Extenders",tvONE/OneDigitalSignage,tvONE/OneDigitalSignage QO-1279 Control Processor,2997.16,Generated Model for Catalog Expansion,Standard,,
"Control, Matrix & Extenders",tvONE/OneDigitalSignage,tvONE/OneDigitalSignage ES-1049 Control Processor,2824.28,Generated Model for Catalog Expansion,Standard,,
"Control, Matrix & Extenders",tvONE/OneDigitalSignage,tvONE/OneDigitalSignage ES-5484 Control Processor,2734.25,Generated Model for Catalog Expansion,Standard,,
"Control, Matrix & Extenders",tvONE/OneDigitalSignage,tvONE/OneDigitalSignage ZI-6850 Control Processor,2719.16,Generated Model for Catalog Expansion,Standard,,
"Control, Matrix & Extenders",tvONE/OneDigitalSignage,tvONE/OneDigitalSignage AY-9824 Control Processor,2563.8,Generated Model for Catalog Expansion,Standard,,
"Control, Matrix & Extenders",tvONE/OneDigitalSignage,tvONE/OneDigitalSignage AX-9759 Control Processor,2892.48,Generated Model for Catalog Expansion,Standard,,
"Control, Matrix & Extenders",Datapath,Datapath AX-5002 Control Processor,2935.19,Generated Model for Catalog Expansion,Standard,,
"Control, Matrix & Extenders",Datapath,Datapath EX-9758 Control Processor,2985.34,Generated Model for Catalog Expansion,Standard,,
"Control, Matrix & Extenders",Datapath,Datapath AZ-5161 Control Processor,2615.19,Generated Model for Catalog Expansion,Standard,,
"Control, Matrix & Extenders",Datapath,Datapath AZ-6415 Control Processor,2962.33,Generated Model for Catalog Expansion,Standard,,
"Control, Matrix & Extenders",Datapath,Datapath ZP-3635 Control Processor,2528.0,Generated Model for Catalog Expansion,Standard,,
"Control, Matrix & Extenders",Datapath,Datapath ZJ-1393 Control Processor,2824.28,Generated Model for Catalog Expansion,Standard,,
"Control, Matrix & Extenders",Analog Way,Analog Way EX-1714 Control Processor,2734.25,Generated Model for Catalog Expansion,Standard,,
"Control, Matrix & Extenders",Analog Way,Analog Way AW-1250 Control Processor,2563.8,Generated Model for Catalog Expansion,Standard,,
"Control, Matrix & Extenders",Analog Way,Analog Way ZI-6850 Control Processor,2892.48,Generated Model for Catalog Expansion,Standard,,
"Control, Matrix & Extenders",Analog Way,Analog Way EX-5355 Control Processor,2935.19,Generated Model for Catalog Expansion,Standard,,
"Control, Matrix & Extenders",Analog Way,Analog Way QO-1279 Control Processor,2997.16,Generated Model for Catalog Expansion,Standard,,
"Control, Matrix & Extenders",Analog Way,Analog Way ES-1049 Control Processor,2824.28,Generated Model for Catalog Expansion,Standard,,
"Control, Matrix & Extenders",Analog Way,Analog Way ES-5484 Control Processor,2734.25,Generated Model for Catalog Expansion,Standard,,
"Control, Matrix & Extenders",Gefen,Gefen ZI-6850 Control Processor,2719.16,Generated Model for Catalog Expansion,Standard,,
"Control, Matrix & Extenders",Gefen,Gefen AY-9824 Control Processor,2563.8,Generated Model for Catalog Expansion,Standard,,
"Control, Matrix & Extenders",Gefen,Gefen AX-9759 Control Processor,2892.48,Generated Model for Catalog Expansion,Standard,,
"Control, Matrix & Extenders",Gefen,Gefen AX-5002 Control Processor,2935.19,Generated Model for Catalog Expansion,Standard,,
"Control, Matrix & Extenders",Gefen,Gefen EX-9758 Control Processor,2985.34,Generated Model for Catalog Expansion,Standard,,
"Control, Matrix & Extenders",Gefen,Gefen AZ-5161 Control Processor,2615.19,Generated Model for Catalog Expansion,Standard,,
"Control, Matrix & Extenders",Gefen,Gefen AZ-6415 Control Processor,2962.33,Generated Model for Catalog Expansion,Standard,,
AV over IP & Streaming,Q-SYS NV Series,Q-SYS NV Series QK-7848 Device,2824.28,Generated Model for Catalog Expansion,Enterprise,,q_sys
AV over IP & Streaming,Q-SYS NV Series,Q-SYS NV Series ES-5484 Device,2734.25,Generated Model for Catalog Expansion,Enterprise,,q_sys
AV over IP & Streaming,Q-SYS NV Series,Q-SYS NV Series ZY-9492 Device,2719.16,Generated Model for Catalog Expansion,Enterprise,,q_sys
AV over IP & Streaming,Q-SYS NV Series,Q-SYS NV Series ZP-3882 Device,2563.8,Generated Model for Catalog Expansion,Enterprise,,q_sys
AV over IP & Streaming,Q-SYS NV Series,Q-SYS NV Series AY-9118 Device,2892.48,Generated Model for Catalog Expansion,Enterprise,,q_sys
AV over IP & Streaming,Q-SYS NV Series,Q-SYS NV Series AX-1857 Device,2935.19,Generated Model for Catalog Expansion,Enterprise,,q_sys
AV over IP & Streaming,Q-SYS NV Series,Q-SYS NV Series EX-5355 Device,2985.34,Generated Model for Catalog Expansion,Enterprise,,q_sys
AV over IP & Streaming,Q-SYS NV Series,Q-SYS NV Series AY-1288 Device,2615.19,Generated Model for Catalog Expansion,Enterprise,,q_sys
AV over IP & Streaming,Matrox (Maevex/Convert),Matrox (Maevex/Convert) AZ-3773 Device,2962.33,Generated Model for Catalog Expansion,Standard,,
AV over IP & Streaming,Matrox (Maevex/Convert),Matrox (Maevex/Convert) ZY-1845 Device,2528.0,Generated Model for Catalog Expansion,Standard,,
AV over IP & Streaming,Matrox (Maevex/Convert),Matrox (Maevex/Convert) ZI-6850 Device,2824.28,Generated Model for Catalog Expansion,Standard,,
AV over IP & Streaming,Matrox (Maevex/Convert),Matrox (Maevex/Convert) ES-1049 Device,2734.25,Generated Model for Catalog Expansion,Standard,,
AV over IP & Streaming,Matrox (Maevex/Convert),Matrox (Maevex/Convert) ZW-5658 Device,2719.16,Generated Model for Catalog Expansion,Standard,,
AV over IP & Streaming,Matrox (Maevex/Convert),Matrox (Maevex/Convert) AY-9824 Device,2563.8,Generated Model for Catalog Expansion,Standard,,
AV over IP & Streaming,Matrox (Maevex/Convert),Matrox (Maevex/Convert) AX-9759 Device,2892.48,Generated Model for Catalog Expansion,Standard,,
AV over IP & Streaming,Matrox (Maevex/Convert),Matrox (Maevex/Convert) AX-5002 Device,2935.19,Generated Model for Catalog Expansion,Standard,,
AV over IP & Streaming,ZeeVee (SDVoE/AVoIP),ZeeVee (SDVoE/AVoIP) EX-9758 Device,2985.34,Generated Model for Catalog Expansion,Standard,,
AV over IP & Streaming,ZeeVee (SDVoE/AVoIP),ZeeVee (SDVoE/AVoIP) AZ-5161 Device,2615.19,Generated Model for Catalog Expansion,Standard,,
AV over IP & Streaming,ZeeVee (SDVoE/AVoIP),ZeeVee (SDVoE/AVoIP) AZ-6415 Device,2962.33,Generated Model for Catalog Expansion,Standard,,
AV over IP & Streaming,ZeeVee (SDVoE/AVoIP),ZeeVee (SDVoE/AVoIP) ZP-3635 Device,2528.0,Generated Model for Catalog Expansion,Standard,,
AV over IP & Streaming,ZeeVee (SDVoE/AVoIP),ZeeVee (SDVoE/AVoIP) ZJ-1393 Device,2824.28,Generated Model for Catalog Expansion,Standard,,
AV over IP & Streaming,ZeeVee (SDVoE/AVoIP),ZeeVee (SDVoE/AVoIP) EX-1714 Device,2734.25,Generated Model for Catalog Expansion,Standard,,
AV over IP & Streaming,Just Add Power,Just Add Power AW-1250 Device,2563.8,Generated Model for Catalog Expansion,Standard,,
AV over IP & Streaming,Just Add Power,Just Add Power ZI-6850 Device,2892.48,Generated Model for Catalog Expansion,Standard,,
AV over IP & Streaming,Just Add Power,Just Add Power EX-5355 Device,2935.19,Generated Model for Catalog Expansion,Standard,,
AV over IP & Streaming,Just Add Power,Just Add Power QO-1279 Device,2997.16,Generated Model for Catalog Expansion,Standard,,
AV over IP & Streaming,Just Add Power,Just Add Power ES-1049 Device,2824.28,Generated Model for Catalog Expansion,Standard,,
AV over IP & Streaming,Aurora Multimedia,Aurora Multimedia ES-5484 Device,2734.25,Generated Model for Catalog Expansion,Standard,,
AV over IP & Streaming,Aurora Multimedia,Aurora Multimedia ZI-6850 Device,2719.16,Generated Model for Catalog Expansion,Standard,,
AV over IP & Streaming,Aurora Multimedia,Aurora Multimedia AY-9824 Device,2563.8,Generated Model for Catalog Expansion,Standard,,
AV over IP & Streaming,Aurora Multimedia,Aurora Multimedia AX-9759 Device,2892.48,Generated Model for Catalog Expansion,Standard,,
AV over IP & Streaming,Aurora Multimedia,Aurora Multimedia AX-5002 Device,2935.19,Generated Model for Catalog Expansion,Standard,,
AV over IP & Streaming,Aurora Multimedia,Aurora Multimedia EX-9758 Device,2985.34,Generated Model for Catalog Expansion,Standard,,
AV over IP & Streaming,Aurora Multimedia,Aurora Multimedia AZ-5161 Device,2615.19,Generated Model for Catalog Expansion,Standard,,
AV over IP & Streaming,Aurora Multimedia,Aurora Multimedia AZ-6415 Device,2962.33,Generated Model for Catalog Expansion,Standard,,
AV over IP & Streaming,IDK,IDK ZP-3635 Device,2528.0,Generated Model for Catalog Expansion,Standard,,
AV over IP & Streaming,IDK,IDK ZJ-1393 Device,2824.28,Generated Model for Catalog Expansion,Standard,,
AV over IP & Streaming,IDK,IDK EX-1714 Device,2734.25,Generated Model for Catalog Expansion,Standard,,
AV over IP & Streaming,IDK,IDK ES-1049 Device,2719.16,Generated Model for Catalog Expansion,Standard,,
AV over IP & Streaming,IDK,IDK AW-1250 Device,2563.8,Generated Model for Catalog Expansion,Standard,,
AV over IP & Streaming,IDK,IDK ZI-6850 Device,2892.48,Generated Model for Catalog Expansion,Standard,,
AV over IP & Streaming,Haivision,Haivision EX-5355 Device,2935.19,Generated Model for Catalog Expansion,Standard,,
AV over IP & Streaming,Haivision,Haivision QO-1279 Device,2997.16,Generated Model for Catalog Expansion,Standard,,
AV over IP & Streaming,Haivision,Haivision ES-1049 Device,2824.28,Generated Model for Catalog Expansion,Standard,,
AV over IP & Streaming,Haivision,Haivision ES-5484 Device,2734.25,Generated Model for Catalog Expansion,Standard,,
AV over IP & Streaming,Haivision,Haivision ZI-6850 Device,2719.16,Generated Model for Catalog Expansion,Standard,,
AV over IP & Streaming,Haivision,Haivision AY-9824 Device,2563.8,Generated Model for Catalog Expansion,Standard,,
AV over IP & Streaming,AJA Video Systems,AJA Video Systems AX-9759 Device,2892.48,Generated Model for Catalog Expansion,Standard,,
AV over IP & Streaming,AJA Video Systems,AJA Video Systems AX-5002 Device,2935.19,Generated Model for Catalog Expansion,Standard,,
AV over IP & Streaming,AJA Video Systems,AJA Video Systems EX-9758 Device,2985.34,Generated Model for Catalog Expansion,Standard,,
AV over IP & Streaming,AJA Video Systems,AJA Video Systems AZ-5161 Device,2615.19,Generated Model for Catalog Expansion,Standard,,
AV over IP & Streaming,AJA Video Systems,AJA Video Systems AZ-6415 Device,2962.33,Generated Model for Catalog Expansion,Standard,,
AV over IP & Streaming,Magewell,Magewell ZP-3635 Device,2528.0,Generated Model for Catalog Expansion,Standard,,
AV over IP & Streaming,Magewell,Magewell ZJ-1393 Device,2824.28,Generated Model for Catalog Expansion,Standard,,
AV over IP & Streaming,Magewell,Magewell EX-1714 Device,2734.25,Generated Model for Catalog Expansion,Standard,,
AV over IP & Streaming,Magewell,Magewell ES-1049 Device,2719.16,Generated Model for Catalog Expansion,Standard,,
AV over IP & Streaming,Magewell,Magewell AW-1250 Device,2563.8,Generated Model for Catalog Expansion,Standard,,
AV over IP & Streaming,Epiphan Video,Epiphan Video ZI-6850 Device,2892.48,Generated Model for Catalog Expansion,Standard,,
AV over IP & Streaming,Epiphan Video,Epiphan Video EX-5355 Device,2935.19,Generated Model for Catalog Expansion,Standard,,
AV over IP & Streaming,Epiphan Video,Epiphan Video QO-1279 Device,2997.16,Generated Model for Catalog Expansion,Standard,,
AV over IP & Streaming,Epiphan Video,Epiphan Video ES-1049 Device,2824.28,Generated Model for Catalog Expansion,Standard,,
AV over IP & Streaming,Epiphan Video,Epiphan Video ES-5484 Device,2734.25,Generated Model for Catalog Expansion,Standard,,
AV over IP & Streaming,NewTek/Vizrt (NDI),NewTek/Vizrt (NDI) ZI-6850 Device,2719.16,Generated Model for Catalog Expansion,Standard,,
AV over IP & Streaming,NewTek/Vizrt (NDI),NewTek/Vizrt (NDI) AY-9824 Device,2563.8,Generated Model for Catalog Expansion,Standard,,
AV over IP & Streaming,NewTek/Vizrt (NDI),NewTek/Vizrt (NDI) AX-9759 Device,2892.48,Generated Model for Catalog Expansion,Standard,,
AV over IP & Streaming,NewTek/Vizrt (NDI),NewTek/Vizrt (NDI) AX-5002 Device,2935.19,Generated Model for Catalog Expansion,Standard,,
AV over IP & Streaming,NewTek/Vizrt (NDI),NewTek/Vizrt (NDI) EX-9758 Device,2985.34,Generated Model for Catalog Expansion,Standard,,
AV over IP & Streaming,NewTek/Vizrt (NDI),NewTek/Vizrt (NDI) AZ-5161 Device,2615.19,Generated Model for Catalog Expansion,Standard,,
Digital Signage Players & CMS,Scala,Scala ZP-3635 Device,2528.0,Generated Model for Catalog Expansion,Standard,,
Digital Signage Players & CMS,Scala,Scala ZJ-1393 Device,2824.28,Generated Model for Catalog Expansion,Standard,,
Digital Signage Players & CMS,Scala,Scala EX-1714 Device,2734.25,Generated Model for Catalog Expansion,Standard,,
Digital Signage Players & CMS,Scala,Scala ES-1049 Device,2719.16,Generated Model for Catalog Expansion,Standard,,
Digital Signage Players & CMS,Scala,Scala AW-1250 Device,2563.8,Generated Model for Catalog Expansion,Standard,,
Digital Signage Players & CMS,Scala,Scala ZI-6850 Device,2892.48,Generated Model for Catalog Expansion,Standard,,
Digital Signage Players & CMS,Navori,Navori EX-5355 Device,2935.19,Generated Model for Catalog Expansion,Standard,,
Digital Signage Players & CMS,Navori,Navori QO-1279 Device,2997.16,Generated Model for Catalog Expansion,Standard,,
Digital Signage Players & CMS,Navori,Navori ES-1049 Device,2824.28,Generated Model for Catalog Expansion,Standard,,
Digital Signage Players & CMS,Navori,Navori ES-5484 Device,2734.25,Generated Model for Catalog Expansion,Standard,,
Digital Signage Players & CMS,Navori,Navori ZI-6850 Device,2719.16,Generated Model for Catalog Expansion,Standard,,
Digital Signage Players & CMS,Navori,Navori AY-9824 Device,2563.8,Generated Model for Catalog Expansion,Standard,,
Digital Signage Players & CMS,NoviSign,NoviSign AX-9759 Device,2892.48,Generated Model for Catalog Expansion,Standard,,
Digital Signage Players & CMS,NoviSign,NoviSign AX-5002 Device,2935.19,Generated Model for Catalog Expansion,Standard,,
Digital Signage Players & CMS,NoviSign,NoviSign EX-9758 Device,2985.34,Generated Model for Catalog Expansion,Standard,,
Digital Signage Players & CMS,NoviSign,NoviSign AZ-5161 Device,2615.19,Generated Model for Catalog Expansion,Standard,,
Digital Signage Players & CMS,NoviSign,NoviSign AZ-6415 Device,2962.33,Generated Model for Catalog Expansion,Standard,,
Digital Signage Players & CMS,SpinetiX,SpinetiX ZP-3635 Device,2528.0,Generated Model for Catalog Expansion,Standard,,
Digital Signage Players & CMS,SpinetiX,SpinetiX ZJ-1393 Device,2824.28,Generated Model for Catalog Expansion,Standard,,
Digital Signage Players & CMS,SpinetiX,SpinetiX EX-1714 Device,2734.25,Generated Model for Catalog Expansion,Standard,,
Digital Signage Players & CMS,SpinetiX,SpinetiX ES-1049 Device,2719.16,Generated Model for Catalog Expansion,Standard,,
Digital Signage Players & CMS,SpinetiX,SpinetiX AW-1250 Device,2563.8,Generated Model for Catalog Expansion,Standard,,
Digital Signage Players & CMS,Samsung MagicINFO,Samsung MagicINFO EX-5355 Device,2935.19,Generated Model for Catalog Expansion,Standard,,samsung_magicinfo
Digital Signage Players & CMS,Samsung MagicINFO,Samsung MagicINFO QO-1279 Device,2997.16,Generated Model for Catalog Expansion,Standard,,samsung_magicinfo
Digital Signage Players & CMS,Samsung MagicINFO,Samsung MagicINFO ES-1049 Device,2824.28,Generated Model for Catalog Expansion,Standard,,samsung_magicinfo
Digital Signage Players & CMS,Samsung MagicINFO,Samsung MagicINFO ES-5484 Device,2734.25,Generated Model for Catalog Expansion,Standard,,samsung_magicinfo
Digital Signage Players & CMS,Samsung MagicINFO,Samsung MagicINFO ZI-6850 Device,2719.16,Generated Model for Catalog Expansion,Standard,,samsung_magicinfo
Digital Signage Players & CMS,Samsung MagicINFO,Samsung MagicINFO AY-9824 Device,2563.8,Generated Model for Catalog Expansion,Standard,,samsung_magicinfo
Digital Signage Players & CMS,LG SuperSign,LG SuperSign AX-9759 Device,2892.48,Generated Model for Catalog Expansion,Standard,,lg_supersign
Digital Signage Players & CMS,LG SuperSign,LG SuperSign AX-5002 Device,2935.19,Generated Model for Catalog Expansion,Standard,,lg_supersign
Digital Signage Players & CMS,LG SuperSign,LG SuperSign EX-9758 Device,2985.34,Generated Model for Catalog Expansion,Standard,,lg_supersign
Digital Signage Players & CMS,LG SuperSign,LG SuperSign AZ-5161 Device,2615.19,Generated Model for Catalog Expansion,Standard,,lg_supersign
Digital Signage Players & CMS,LG SuperSign,LG SuperSign AZ-6415 Device,2962.33,Generated Model for Catalog Expansion,Standard,,lg_supersign
Digital Signage Players & CMS,LG SuperSign,LG SuperSign ZP-3635 Device,2528.0,Generated Model for Catalog Expansion,Standard,,lg_supersign
Digital Signage Players & CMS,NowSignage,NowSignage ZJ-1393 Device,2824.28,Generated Model for Catalog Expansion,Standard,,
Digital Signage Players & CMS,NowSignage,NowSignage EX-1714 Device,2734.25,Generated Model for Catalog Expansion,Standard,,
Digital Signage Players & CMS,NowSignage,NowSignage ES-1049 Device,2719.16,Generated Model for Catalog Expansion,Standard,,
Digital Signage Players & CMS,NowSignage,NowSignage AW-1250 Device,2563.8,Generated Model for Catalog Expansion,Standard,,
Digital Signage Players & CMS,NowSignage,NowSignage ZI-6850 Device,2892.48,Generated Model for Catalog Expansion,Standard,,
Digital Signage Players & CMS,NowSignage,NowSignage EX-5355 Device,2935.19,Generated Model for Catalog Expansion,Standard,,
Digital Signage Players & CMS,Yodeck,Yodeck QO-1279 Device,2997.16,Generated Model for Catalog Expansion,Standard,,
Digital Signage Players & CMS,Yodeck,Yodeck ES-1049 Device,2824.28,Generated Model for Catalog Expansion,Standard,,
Digital Signage Players & CMS,Yodeck,Yodeck ES-5484 Device,2734.25,Generated Model for Catalog Expansion,Standard,,
Digital Signage Players & CMS,Yodeck,Yodeck ZI-6850 Device,2719.16,Generated Model for Catalog Expansion,Standard,,
Digital Signage Players & CMS,Yodeck,Yodeck AY-9824 Device,2563.8,Generated Model for Catalog Expansion,Standard,,
Digital Signage Players & CMS,IAdea,IAdea AZ-5161 Device,2615.19,Generated Model for Catalog Expansion,Standard,,
Digital Signage Players & CMS,IAdea,IAdea AZ-6415 Device,2962.33,Generated Model for Catalog Expansion,Standard,,
Wireless Presentation,Mersive Solstice,Mersive Solstice ZP-3635 Device,2528.0,Generated Model for Catalog Expansion,Standard,,
Wireless Presentation,Mersive Solstice,Mersive Solstice ZJ-1393 Device,2824.28,Generated Model for Catalog Expansion,Standard,,
Wireless Presentation,Mersive Solstice,Mersive Solstice EX-1714 Device,2734.25,Generated Model for Catalog Expansion,Standard,,
Wireless Presentation,Mersive Solstice,Mersive Solstice ES-1049 Device,2719.16,Generated Model for Catalog Expansion,Standard,,
Wireless Presentation,Mersive Solstice,Mersive Solstice AW-1250 Device,2563.8,Generated Model for Catalog Expansion,Standard,,
Wireless Presentation,Mersive Solstice,Mersive Solstice ZI-6850 Device,2892.48,Generated Model for Catalog Expansion,Standard,,
Wireless Presentation,Kramer VIA,Kramer VIA EX-5355 Device,2935.19,Generated Model for Catalog Expansion,Standard,,
Wireless Presentation,Kramer VIA,Kramer VIA QO-1279 Device,2997.16,Generated Model for Catalog Expansion,Standard,,
Wireless Presentation,Kramer VIA,Kramer VIA ES-1049 Device,2824.28,Generated Model for Catalog Expansion,Standard,,
Wireless Presentation,Kramer VIA,Kramer VIA ES-5484 Device,2734.25,Generated Model for Catalog Expansion,Standard,,
Wireless Presentation,Kramer VIA,Kramer VIA ZI-6850 Device,2719.16,Generated Model for Catalog Expansion,Standard,,
Wireless Presentation,Kramer VIA,Kramer VIA AY-9824 Device,2563.8,Generated Model for Catalog Expansion,Standard,,
Wireless Presentation,BenQ InstaShow,BenQ InstaShow AX-9759 Device,2892.48,Generated Model for Catalog Expansion,Standard,,
Wireless Presentation,BenQ InstaShow,BenQ InstaShow AX-5002 Device,2935.19,Generated Model for Catalog Expansion,Standard,,
Wireless Presentation,BenQ InstaShow,BenQ InstaShow EX-9758 Device,2985.34,Generated Model for Catalog Expansion,Standard,,
Wireless Presentation,BenQ InstaShow,BenQ InstaShow AZ-5161 Device,2615.19,Generated Model for Catalog Expansion,Standard,,
Wireless Presentation,BenQ InstaShow,BenQ InstaShow AZ-6415 Device,2962.33,Generated Model for Catalog Expansion,Standard,,
Wireless Presentation,ScreenBeam,ScreenBeam ZP-3635 Device,2528.0,Generated Model for Catalog Expansion,Standard,,
Wireless Presentation,ScreenBeam,ScreenBeam ZJ-1393 Device,2824.28,Generated Model for Catalog Expansion,Standard,,
Wireless Presentation,ScreenBeam,ScreenBeam EX-1714 Device,2734.25,Generated Model for Catalog Expansion,Standard,,
Wireless Presentation,ScreenBeam,ScreenBeam ES-1049 Device,2719.16,Generated Model for Catalog Expansion,Standard,,
Wireless Presentation,ScreenBeam,ScreenBeam AW-1250 Device,2563.8,Generated Model for Catalog Expansion,Standard,,
Wireless Presentation,Airtame,Airtame ZI-6850 Device,2892.48,Generated Model for Catalog Expansion,Standard,,
Wireless Presentation,Airtame,Airtame EX-5355 Device,2935.19,Generated Model for Catalog Expansion,Standard,,
Wireless Presentation,Airtame,Airtame QO-1279 Device,2997.16,Generated Model for Catalog Expansion,Standard,,
Wireless Presentation,Airtame,Airtame ES-1049 Device,2824.28,Generated Model for Catalog Expansion,Standard,,
Wireless Presentation,Airtame,Airtame ES-5484 Device,2734.25,Generated Model for Catalog Expansion,Standard,,
Wireless Presentation,Crestron AirMedia,Crestron AirMedia ZI-6850 Device,2719.16,Generated Model for Catalog Expansion,Enterprise,,crestron_control
Wireless Presentation,Crestron AirMedia,Crestron AirMedia AY-9824 Device,2563.8,Generated Model for Catalog Expansion,Enterprise,,crestron_control
Wireless Presentation,Crestron AirMedia,Crestron AirMedia AX-9759 Device,2892.48,Generated Model for Catalog Expansion,Enterprise,,crestron_control
Wireless Presentation,Crestron AirMedia,Crestron AirMedia AX-5002 Device,2935.19,Generated Model for Catalog Expansion,Enterprise,,crestron_control
Wireless Presentation,Crestron AirMedia,Crestron AirMedia EX-9758 Device,2985.34,Generated Model for Catalog Expansion,Enterprise,,crestron_control
Wireless Presentation,Crestron AirMedia,Crestron AirMedia AZ-5161 Device,2615.19,Generated Model for Catalog Expansion,Enterprise,,crestron_control
Wireless Presentation,Vivitek NovoConnect,Vivitek NovoConnect AZ-6415 Device,2962.33,Generated Model for Catalog Expansion,Standard,,
Wireless Presentation,Vivitek NovoConnect,Vivitek NovoConnect ZP-3635 Device,2528.0,Generated Model for Catalog Expansion,Standard,,
Wireless Presentation,Vivitek NovoConnect,Vivitek NovoConnect ZJ-1393 Device,2824.28,Generated Model for Catalog Expansion,Standard,,
Wireless Presentation,Vivitek NovoConnect,Vivitek NovoConnect EX-1714 Device,2734.25,Generated Model for Catalog Expansion,Standard,,
Wireless Presentation,Vivitek NovoConnect,Vivitek NovoConnect ES-1049 Device,2719.16,Generated Model for Catalog Expansion,Standard,,
Wireless Presentation,Vivitek NovoConnect,Vivitek NovoConnect AW-1250 Device,2563.8,Generated Model for Catalog Expansion,Standard,,
"Mounts, Racks & Enclosures",Middle Atlantic (Legrand AV),Middle Atlantic (Legrand AV) EX-5355 Device,2935.19,Generated Model for Catalog Expansion,Standard,,
